Control ID,Control Name,Technique ID,Technique Name,CIS Control,CIS Sub-Control,Title,Control Identifier,Control or Control Enhancement Name
CM-7,Least Functionality,T1574,Hijack Execution Flow,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1574,Hijack Execution Flow,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1609,Container Administration Command,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1609,Container Administration Command,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1609,Container Administration Command,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1609,Container Administration Command,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1609,Container Administration Command,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1609,Container Administration Command,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1609,Container Administration Command,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1609,Container Administration Command,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1609,Container Administration Command,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1610,Deploy Container,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1610,Deploy Container,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1610,Deploy Container,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1610,Deploy Container,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1610,Deploy Container,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1610,Deploy Container,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1610,Deploy Container,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1610,Deploy Container,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1610,Deploy Container,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1068,Exploitation for Privilege Escalation,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1068,Exploitation for Privilege Escalation,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1068,Exploitation for Privilege Escalation,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1068,Exploitation for Privilege Escalation,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1068,Exploitation for Privilege Escalation,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1068,Exploitation for Privilege Escalation,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1068,Exploitation for Privilege Escalation,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1068,Exploitation for Privilege Escalation,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1068,Exploitation for Privilege Escalation,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1087.001,Local Account,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1087.001,Local Account,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1087.001,Local Account,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1087.001,Local Account,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1087.001,Local Account,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1087.001,Local Account,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1087.001,Local Account,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1087.001,Local Account,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1087.001,Local Account,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1087.002,Domain Account,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1087.002,Domain Account,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1087.002,Domain Account,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1087.002,Domain Account,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1087.002,Domain Account,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1087.002,Domain Account,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1087.002,Domain Account,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1087.002,Domain Account,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1087.002,Domain Account,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1133,External Remote Services,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1133,External Remote Services,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1133,External Remote Services,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1133,External Remote Services,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1133,External Remote Services,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1133,External Remote Services,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1133,External Remote Services,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1133,External Remote Services,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1133,External Remote Services,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1482,Domain Trust Discovery,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1482,Domain Trust Discovery,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1482,Domain Trust Discovery,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1482,Domain Trust Discovery,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1482,Domain Trust Discovery,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1482,Domain Trust Discovery,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1482,Domain Trust Discovery,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1482,Domain Trust Discovery,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1482,Domain Trust Discovery,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059,Command and Scripting Interpreter,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1059,Command and Scripting Interpreter,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1059,Command and Scripting Interpreter,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1059,Command and Scripting Interpreter,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059,Command and Scripting Interpreter,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1059,Command and Scripting Interpreter,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1059,Command and Scripting Interpreter,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059,Command and Scripting Interpreter,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1059,Command and Scripting Interpreter,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1537,Transfer Data to Cloud Account,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1537,Transfer Data to Cloud Account,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1537,Transfer Data to Cloud Account,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1537,Transfer Data to Cloud Account,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1537,Transfer Data to Cloud Account,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1537,Transfer Data to Cloud Account,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1537,Transfer Data to Cloud Account,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1537,Transfer Data to Cloud Account,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1537,Transfer Data to Cloud Account,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1574.007,Path Interception by PATH Environment Variable,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1574.007,Path Interception by PATH Environment Variable,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1574.007,Path Interception by PATH Environment Variable,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1574.007,Path Interception by PATH Environment Variable,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1574.007,Path Interception by PATH Environment Variable,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1574.007,Path Interception by PATH Environment Variable,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1574.007,Path Interception by PATH Environment Variable,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1574.007,Path Interception by PATH Environment Variable,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1574.007,Path Interception by PATH Environment Variable,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1003.001,LSASS Memory,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1003.001,LSASS Memory,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1003.001,LSASS Memory,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1003.001,LSASS Memory,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1003.001,LSASS Memory,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1003.001,LSASS Memory,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1003.001,LSASS Memory,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1003.001,LSASS Memory,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1003.001,LSASS Memory,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1003.002,Security Account Manager,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1003.002,Security Account Manager,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1003.002,Security Account Manager,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1003.002,Security Account Manager,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1003.002,Security Account Manager,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1003.002,Security Account Manager,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1003.002,Security Account Manager,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1003.002,Security Account Manager,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1003.002,Security Account Manager,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1046,Network Service Scanning,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1046,Network Service Scanning,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1046,Network Service Scanning,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1046,Network Service Scanning,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1046,Network Service Scanning,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1046,Network Service Scanning,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1046,Network Service Scanning,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1046,Network Service Scanning,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1046,Network Service Scanning,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1199,Trusted Relationship,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1199,Trusted Relationship,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1199,Trusted Relationship,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1199,Trusted Relationship,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1199,Trusted Relationship,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1199,Trusted Relationship,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1199,Trusted Relationship,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1199,Trusted Relationship,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1199,Trusted Relationship,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1218,Signed Binary Proxy Execution,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1218,Signed Binary Proxy Execution,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1218,Signed Binary Proxy Execution,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1218,Signed Binary Proxy Execution,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1218,Signed Binary Proxy Execution,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1218,Signed Binary Proxy Execution,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1218,Signed Binary Proxy Execution,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1218,Signed Binary Proxy Execution,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1218,Signed Binary Proxy Execution,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1530,Data from Cloud Storage Object,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1530,Data from Cloud Storage Object,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1530,Data from Cloud Storage Object,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1530,Data from Cloud Storage Object,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1530,Data from Cloud Storage Object,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1530,Data from Cloud Storage Object,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1530,Data from Cloud Storage Object,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1530,Data from Cloud Storage Object,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1530,Data from Cloud Storage Object,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1548.001,Setuid and Setgid,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1548.001,Setuid and Setgid,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1548.001,Setuid and Setgid,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1548.001,Setuid and Setgid,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1548.001,Setuid and Setgid,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1548.001,Setuid and Setgid,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1548.001,Setuid and Setgid,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1548.001,Setuid and Setgid,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1548.001,Setuid and Setgid,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1555.004,Windows Credential Manager,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1555.004,Windows Credential Manager,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1555.004,Windows Credential Manager,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1555.004,Windows Credential Manager,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1555.004,Windows Credential Manager,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1555.004,Windows Credential Manager,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1555.004,Windows Credential Manager,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1555.004,Windows Credential Manager,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1555.004,Windows Credential Manager,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1557,Adversary-in-the-Middle,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1557,Adversary-in-the-Middle,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1557,Adversary-in-the-Middle,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1557,Adversary-in-the-Middle,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1557,Adversary-in-the-Middle,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1557,Adversary-in-the-Middle,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1557,Adversary-in-the-Middle,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1557,Adversary-in-the-Middle,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1557,Adversary-in-the-Middle,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1599,Network Boundary Bridging,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1599,Network Boundary Bridging,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1599,Network Boundary Bridging,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1599,Network Boundary Bridging,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1599,Network Boundary Bridging,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1599,Network Boundary Bridging,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1599,Network Boundary Bridging,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1599,Network Boundary Bridging,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1599,Network Boundary Bridging,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1611,Escape to Host,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1611,Escape to Host,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1611,Escape to Host,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1611,Escape to Host,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1611,Escape to Host,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1611,Escape to Host,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1611,Escape to Host,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1611,Escape to Host,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1611,Escape to Host,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1011,Exfiltration Over Other Network Medium,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1011,Exfiltration Over Other Network Medium,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1011,Exfiltration Over Other Network Medium,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1011,Exfiltration Over Other Network Medium,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1011,Exfiltration Over Other Network Medium,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1011,Exfiltration Over Other Network Medium,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
